Subject,Subject_Unique,Age,Gender,Method,preterm,Session,Condition,stimulus,trial_num,LT,trial_error,session_error,session_error_type,Language,Lab,days_between_sessions
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,ADS,ADS4,7,13.134,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,IDS,IDS4,8,1.752,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,IDS,IDS5,9,1.319,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,ADS,ADS5,10,1.983,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,IDS,IDS6,11,3.016,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,ADS,ADS6,12,1.68,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,ADS,ADS7,13,0.783,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,IDS,IDS7,14,0.944,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,IDS,IDS8,15,8.241,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,219,M,HPP,term,1,ADS,ADS8,16,0.792,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,training,training,-2,4.881,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,training,training,-1,17.976,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,ADS,ADS1Retest,1,14.602,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,IDS,IDS1Retest,2,7.095,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,ADS,ADS2Retest,3,5.398,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,IDS,IDS2Retest,4,7.239,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,IDS,IDS3Retest,5,6.463,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,ADS,ADS3Retest,6,4.2,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,ADS,ADS4Retest,7,1.192,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,IDS,IDS4Retest,8,6.295,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,IDS,IDS5Retest,9,0.367,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,ADS,ADS5Retest,10,4.256,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,IDS,IDS6Retest,11,6.474,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,ADS,ADS6Retest,12,1.046,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,ADS,ADS7Retest,13,0.791,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,IDS,IDS7Retest,14,1.96,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,IDS,IDS8Retest,15,1.152,noerror,noerror,NA,English,infantll-madison,7
mb2_010,infantll-madison:mb2_010,226,M,HPP,term,2,ADS,ADS8Retest,16,0.959,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,training,training,-2,13.453,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,training,training,-1,3.911,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,IDS,IDS5,1,6.974,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,ADS,ADS5,2,13.222,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,ADS,ADS7,3,9.919,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,IDS,IDS7,4,6.216,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,ADS,ADS1,5,8.936,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,IDS,IDS1,6,1.47,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,ADS,ADS3,7,1.336,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,IDS,IDS3,8,8.241,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,ADS,ADS2,9,5.141,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,IDS,IDS2,10,4.367,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,IDS,IDS4,11,2.689,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,ADS,ADS4,12,0.896,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,IDS,IDS6,13,5.76,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,ADS,ADS6,14,0.839,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,IDS,IDS8,15,5.199,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,222,M,HPP,term,1,ADS,ADS8,16,10.968,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,training,training,-2,3.943,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,training,training,-1,3.472,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,IDS,IDS5Retest,1,7.284,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,ADS,ADS5Retest,2,2.31,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,ADS,ADS7Retest,3,1.944,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,IDS,IDS7Retest,4,10.03,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,ADS,ADS1Retest,5,2.014,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,IDS,IDS1Retest,6,5.424,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,ADS,ADS3Retest,7,1.471,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,IDS,IDS3Retest,8,5.222,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,ADS,ADS2Retest,9,2.152,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,IDS,IDS2Retest,10,7.648,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,IDS,IDS4Retest,11,5.319,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,ADS,ADS4Retest,12,2.144,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,IDS,IDS6Retest,13,7.741,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,ADS,ADS6Retest,14,1.381,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,IDS,IDS8Retest,15,1.256,noerror,noerror,NA,English,infantll-madison,7
mb2_011,infantll-madison:mb2_011,229,M,HPP,term,2,ADS,ADS8Retest,16,5.161,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,training,training,-2,8.718,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,training,training,-1,2.974,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,ADS,ADS5,1,5.213,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,IDS,IDS5,2,8.222,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,IDS,IDS7,3,2.695,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,ADS,ADS7,4,11.479,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,IDS,IDS1,5,3.756,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,ADS,ADS1,6,5.399,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,ADS,ADS3,8,1.455,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,IDS,IDS2,9,6.688,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,ADS,ADS2,10,2.247,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,ADS,ADS4,11,3.023,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,IDS,IDS4,12,8.754,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,ADS,ADS6,13,1.68,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,IDS,IDS6,14,2.264,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,ADS,ADS8,15,3.608,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,256,F,HPP,term,1,IDS,IDS8,16,0.879,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,training,training,-2,14.157,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,training,training,-1,5.332,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,ADS,ADS5Retest,1,7.847,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,IDS,IDS5Retest,2,6.944,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,IDS,IDS7Retest,3,9.657,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,ADS,ADS7Retest,4,3.984,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,IDS,IDS1Retest,5,3.175,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,ADS,ADS1Retest,6,2.743,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,IDS,IDS3Retest,7,4.51,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,ADS,ADS3Retest,8,15.369,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,IDS,IDS2Retest,9,8.792,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,ADS,ADS2Retest,10,2.807,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,ADS,ADS4Retest,11,2,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,IDS,IDS4Retest,12,12.185,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,ADS,ADS6Retest,13,1.897,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,IDS,IDS6Retest,14,4.087,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,ADS,ADS8Retest,15,3.263,noerror,noerror,NA,English,infantll-madison,7
mb2_012,infantll-madison:mb2_012,263,F,HPP,term,2,IDS,IDS8Retest,16,4.152,noerror,noerror,NA,English,infantll-madison,7
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,training,training,-2,18,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,training,training,-1,17.972,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,IDS,IDS1,1,6.615,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,ADS,ADS1,2,13.942,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,IDS,IDS2,3,3.703,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,ADS,ADS2,4,2.807,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,ADS,ADS3,5,2.6,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,IDS,IDS3,6,4.367,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,IDS,IDS4,7,2.262,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,ADS,ADS4,8,1.831,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,ADS,ADS5,9,1.896,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,IDS,IDS5,10,1.154,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,ADS,ADS6,11,5.439,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,IDS,IDS6,12,4.418,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,IDS,IDS7,13,0.968,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,ADS,ADS7,14,2.463,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,ADS,ADS8,15,6.519,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,209,M,HPP,term,1,IDS,IDS8,16,2.351,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,training,training,-2,12.287,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,training,training,-1,3.111,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,IDS,IDS1Retest,1,15.197,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,ADS,ADS1Retest,2,3.359,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,IDS,IDS2Retest,3,4.021,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,ADS,ADS2Retest,4,4,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,ADS,ADS3Retest,5,2.559,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,IDS,IDS3Retest,6,6.922,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,IDS,IDS4Retest,7,1.391,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,ADS,ADS4Retest,8,3.096,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,ADS,ADS5Retest,9,1.976,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,IDS,IDS5Retest,10,3.087,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,ADS,ADS6Retest,11,1.23,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,IDS,IDS6Retest,12,2.264,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,IDS,IDS7Retest,13,2.671,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,ADS,ADS7Retest,14,0.927,noerror,noerror,NA,English,infantll-madison,13
mb2_013,infantll-madison:mb2_013,222,M,HPP,term,2,ADS,ADS8Retest,15,0.88,noerror,noerror,NA,English,infantll-madison,13
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,training,training,-2,9.08,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,training,training,-1,4.536,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,ADS,ADS1,1,7.591,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,IDS,IDS1,2,15.455,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,ADS,ADS2,3,16.991,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,IDS,IDS2,4,1.263,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,IDS,IDS3,5,10.894,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,ADS,ADS3,6,11.294,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,ADS,ADS4,7,1.257,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,IDS,IDS4,8,0.649,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,IDS,IDS5,9,2.335,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,ADS,ADS5,10,0.584,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,IDS,IDS6,11,15.989,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,ADS,ADS6,12,15.838,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,ADS,ADS7,13,7.713,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,IDS,IDS7,14,1.19,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,IDS,IDS8,15,1.855,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,192,F,HPP,term,1,ADS,ADS8,16,0.888,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,training,training,-2,11.286,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,training,training,-1,10.434,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,ADS,ADS1Retest,1,14.642,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,IDS,IDS1Retest,2,2.887,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,ADS,ADS2Retest,3,3.639,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,IDS,IDS2Retest,4,15.79,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,IDS,IDS3Retest,5,1.52,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,ADS,ADS3Retest,6,11.159,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,ADS,ADS4Retest,7,1.432,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,IDS,IDS4Retest,8,10.53,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,IDS,IDS5Retest,9,1.239,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,ADS,ADS5Retest,10,9.529,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,IDS,IDS6Retest,11,1.279,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,ADS,ADS6Retest,12,1.031,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,ADS,ADS7Retest,13,16.759,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,IDS,IDS8Retest,15,8.913,noerror,noerror,NA,English,infantll-madison,7
mb2_014,infantll-madison:mb2_014,199,F,HPP,term,2,ADS,ADS8Retest,16,4.808,noerror,noerror,NA,English,infantll-madison,7
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,training,training,-1,7.648,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,IDS,IDS5,1,6.887,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,ADS,ADS5,2,6.186,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,ADS,ADS7,3,3.766,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,IDS,IDS7,4,13.752,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,ADS,ADS1,5,5.272,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,IDS,IDS1,6,13.807,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,ADS,ADS3,7,3.04,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,IDS,IDS3,8,3.927,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,ADS,ADS2,9,4.832,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,IDS,IDS2,10,8.368,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,IDS,IDS4,11,5.008,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,ADS,ADS4,12,2.055,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,209,F,HPP,term,1,IDS,IDS6,13,4.368,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,training,training,-2,14.991,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,training,training,-1,14.049,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,IDS,IDS5Retest,1,15.216,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,ADS,ADS5Retest,2,13.368,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,ADS,ADS7Retest,3,15.237,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,IDS,IDS7Retest,4,16.503,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,ADS,ADS1Retest,5,15.218,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,IDS,IDS1Retest,6,12.622,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,ADS,ADS3Retest,7,5.447,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,IDS,IDS3Retest,8,13.951,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,ADS,ADS2Retest,9,17.682,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,IDS,IDS2Retest,10,4.832,noerror,noerror,NA,English,infantll-madison,15
mb2_015,infantll-madison:mb2_015,224,F,HPP,term,2,IDS,IDS4Retest,11,4.438,noerror,noerror,NA,English,infantll-madison,15
mb2_016,infantll-madison:mb2_016,263,M,HPP,term,1,training,training,-2,14.288,noerror,noerror,NA,English,infantll-madison,7
mb2_016,infantll-madison:mb2_016,263,M,HPP,term,1,training,training,-1,17.493,noerror,noerror,NA,English,infantll-madison,7
mb2_016,infantll-madison:mb2_016,263,M,HPP,term,1,ADS,ADS5,1,5.76,noerror,noerror,NA,English,infantll-madison,7
mb2_016,infantll-madison:mb2_016,263,M,HPP,term,1,IDS,IDS5,2,5.311,noerror,noerror,NA,English,infantll-madison,7
mb2_016,infantll-madison:mb2_016,263,M,HPP,term,1,IDS,IDS7,3,14.934,noerror,noerror,NA,English,infantll-madison,7
mb2_016,infantll-madison:mb2_016,263,M,HPP,term,1,ADS,ADS7,4,4.048,noerror,noerror,NA,English,infantll-madison,7
