Subject,Subject_Unique,Age,Gender,Method,preterm,Session,Condition,stimulus,trial_num,LT,trial_error,session_error,session_error_type,Language,Lab,days_between_sessions
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,IDS,IDS1,5,7.029,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,ADS,ADS1,6,3.658,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,IDS,IDS3,7,4.877,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,ADS,ADS3,8,7.556,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,IDS,IDS2,9,3.63,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,ADS,ADS2,10,3.98,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,ADS,ADS4,11,1.617,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,IDS,IDS4,12,2.692,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,ADS,ADS6,13,2.315,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,IDS,IDS6,14,2.22,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,ADS,ADS8,15,2.785,noerror,noerror,NA,German,babylab-potsdam,35
b7184,babylab-potsdam:b7184,261,M,HPP,term,2,IDS,IDS8,16,2.407,noerror,noerror,NA,German,babylab-potsdam,35
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,training,train2,-2,18,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,training,train1,-1,10.408,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,ADS,ADS5,1,13.308,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,IDS,IDS5,2,10.606,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,IDS,IDS7,3,11.357,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,ADS,ADS7,4,3.043,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,IDS,IDS1,5,5.957,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,ADS,ADS1,6,4.735,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,IDS,IDS3,7,4.808,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,ADS,ADS3,8,8.15,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,IDS,IDS2,9,6.127,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,ADS,ADS2,10,2.483,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,ADS,ADS4,11,9.082,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,IDS,IDS4,12,4.993,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,ADS,ADS6,13,2.567,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,IDS,IDS6,14,2.003,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,ADS,ADS8,15,1.454,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,213,F,HPP,term,1,IDS,IDS8,16,3.405,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,training,train2,-2,6.058,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,training,train1,-1,7.424,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,ADS,ADS5,1,3.943,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,IDS,IDS5,2,4.823,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,IDS,IDS7,3,1.941,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,ADS,ADS7,4,3.688,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,IDS,IDS1,5,4.894,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,ADS,ADS1,6,1.333,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,IDS,IDS3,7,8.414,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,ADS,ADS3,8,8.258,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,IDS,IDS2,9,5.077,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,ADS,ADS2,10,5.025,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,ADS,ADS4,11,3.261,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,IDS,IDS4,12,2.652,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,ADS,ADS6,13,6.987,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,IDS,IDS6,14,7.865,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,ADS,ADS8,15,1.291,noerror,noerror,NA,German,babylab-potsdam,7
b7185,babylab-potsdam:b7185,220,F,HPP,term,2,IDS,IDS8,16,0.761,noerror,noerror,NA,German,babylab-potsdam,7
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,training,train1,-2,7.394,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,training,train2,-1,2.757,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,IDS,IDS5,1,5.176,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,ADS,ADS5,2,3.078,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,ADS,ADS7,3,2.107,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,IDS,IDS7,4,3.733,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,ADS,ADS1,5,4.017,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,IDS,IDS1,6,2.994,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,ADS,ADS3,7,1.523,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,IDS,IDS3,8,0.613,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,ADS,ADS2,9,1.117,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,IDS,IDS2,10,0.833,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,IDS,IDS4,11,0.76,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,ADS,ADS4,12,1.03,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,IDS,IDS6,13,1.463,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,ADS,ADS6,14,0.523,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,IDS,IDS8,15,0,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_003,babyling-oslo:OS_003,257,M,Eyetracking,term,1,ADS,ADS8,16,0.927,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,training,train2,-2,15.063,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,training,train1,-1,10.486,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,ADS,ADS5,1,14.66,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,IDS,IDS5,2,7.936,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,IDS,IDS7,3,13.318,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,ADS,ADS7,4,6.063,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,IDS,IDS1,5,6.287,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,ADS,ADS1,6,6.56,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,IDS,IDS3,7,2.99,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,ADS,ADS3,8,7.995,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,IDS,IDS2,9,5.656,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,ADS,ADS2,10,5.075,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,ADS,ADS4,11,2.127,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,IDS,IDS4,12,3.22,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,ADS,ADS6,13,3.487,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,IDS,IDS6,14,1.48,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,ADS,ADS8,15,5.107,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_004,babyling-oslo:OS_004,275,F,Eyetracking,term,1,IDS,IDS8,16,2.559,noerror,noerror,NA,Norwegian,babyling-oslo,22
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,training,train1,-2,8.996,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,training,train2,-1,4.123,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,IDS,IDS1,1,6.687,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,ADS,ADS1,2,1.614,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,IDS,IDS2,3,6.183,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,ADS,ADS2,4,0.996,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,ADS,ADS3,5,1.35,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,IDS,IDS3,6,9.337,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,IDS,IDS4,7,1.587,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,ADS,ADS4,8,3.886,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,ADS,ADS5,9,0.71,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,IDS,IDS5,10,1.673,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,ADS,ADS6,11,1.594,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,IDS,IDS6,12,0,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,IDS,IDS7,13,2.6,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,ADS,ADS7,14,0.303,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,ADS,ADS8,15,0.21,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_005,babyling-oslo:OS_005,213,F,Eyetracking,term,1,IDS,IDS8,16,0.714,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,training,train2,-2,3.67,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,training,train1,-1,0.88,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,ADS,ADS1,1,0.556,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,IDS,IDS1,2,2.493,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,ADS,ADS2,3,0,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,IDS,IDS2,4,1.13,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,IDS,IDS3,5,3.893,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,ADS,ADS3,6,3.04,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,ADS,ADS4,7,1.167,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,IDS,IDS4,8,2.383,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,IDS,IDS5,9,0,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,ADS,ADS5,10,2.313,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,IDS,IDS6,11,0,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,ADS,ADS6,12,0,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,ADS,ADS7,13,2.1,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,IDS,IDS7,14,0.954,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,IDS,IDS8,15,2.627,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_006,babyling-oslo:OS_006,275,F,Eyetracking,term,1,ADS,ADS8,16,0,noerror,noerror,NA,Norwegian,babyling-oslo,7
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,training,train1,-2,12.102,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,training,train2,-1,10.833,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,IDS,IDS1,1,13.249,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,ADS,ADS1,2,8.093,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,IDS,IDS2,3,5.754,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,ADS,ADS2,4,8.432,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,ADS,ADS3,5,8.076,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,IDS,IDS3,6,1.103,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,IDS,IDS4,7,1.757,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,ADS,ADS4,8,6.252,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,ADS,ADS5,9,2.459,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,IDS,IDS5,10,4.09,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,ADS,ADS6,11,1.58,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,IDS,IDS6,12,1.576,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,IDS,IDS7,13,0.5,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,ADS,ADS7,14,0.904,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,ADS,ADS8,15,2.53,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_009,babyling-oslo:OS_009,260,F,Eyetracking,term,1,IDS,IDS8,16,2.304,noerror,noerror,NA,Norwegian,babyling-oslo,21
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,training,train2,-2,10.329,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,training,train1,-1,16.429,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,ADS,ADS1,1,6.117,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,IDS,IDS1,2,8.766,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,ADS,ADS2,3,3.223,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,IDS,IDS2,4,8.2,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,IDS,IDS3,5,13.976,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,ADS,ADS3,6,8.661,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,ADS,ADS4,7,1.909,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,IDS,IDS4,8,9.92,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,IDS,IDS5,9,9.023,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,ADS,ADS5,10,7.076,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,IDS,IDS6,11,7.34,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,ADS,ADS6,12,6.796,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,ADS,ADS7,13,11.696,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,IDS,IDS7,14,11.686,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,IDS,IDS8,15,2.864,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_018,babyling-oslo:OS_018,243,M,Eyetracking,term,1,ADS,ADS8,16,7.848,noerror,noerror,NA,Norwegian,babyling-oslo,12
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,training,train2,-2,5.628,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,training,train1,-1,0.783,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,ADS,ADS5,1,1.624,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,IDS,IDS5,2,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,IDS,IDS7,3,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,ADS,ADS7,4,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,IDS,IDS1,5,0.44,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,ADS,ADS1,6,0.217,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,IDS,IDS3,7,0.203,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,ADS,ADS3,8,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,IDS,IDS2,9,1.163,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,ADS,ADS2,10,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,ADS,ADS4,11,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,IDS,IDS4,12,0.26,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,ADS,ADS6,13,0.656,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,IDS,IDS6,14,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,ADS,ADS8,15,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_019,babyling-oslo:OS_019,230,F,Eyetracking,term,1,IDS,IDS8,16,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,training,train1,-2,5.715,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,training,train2,-1,1.677,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,IDS,IDS1,1,2.073,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,ADS,ADS1,2,0.27,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,IDS,IDS2,3,0.91,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,ADS,ADS2,4,1.076,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,ADS,ADS3,5,1.11,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,IDS,IDS3,6,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,IDS,IDS4,7,0.48,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,ADS,ADS4,8,0.607,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,ADS,ADS5,9,0.413,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,IDS,IDS5,10,1.157,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,ADS,ADS6,11,0.437,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,IDS,IDS6,12,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,IDS,IDS7,13,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,ADS,ADS7,14,0,noerror,noerror,NA,Norwegian,babyling-oslo,14
OS_025,babyling-oslo:OS_025,221,F,Eyetracking,term,1,ADS,ADS8,15,0.377,noerror,noerror,NA,Norwegian,babyling-oslo,14
